-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Monthly and Annual 
Dates (month/day/year): 01/01/1981 through 12/31/2022 
Location: Latitude  22.8199   Longitude 83.2828 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 630.4 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
GWETTOP                 MERRA-2 Surface Soil Wetness (1) 
GWETPROF                MERRA-2 Profile Soil Moisture (1) 
GWETROOT                MERRA-2 Root Zone Soil Wetness (1) 
CLOUD_AMT               CERES SYN1deg Cloud Amount (%) 
TOA_SW_DWN              CERES SYN1deg Top-Of-Atmosphere Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_UVA          CERES SYN1deg All Sky Surface UVA Irradiance (W/m^2) 
ALLSKY_SFC_UVB          CERES SYN1deg All Sky Surface UVB Irradiance (W/m^2) 
ALLSKY_SRF_ALB          CERES SYN1deg All Sky Surface Albedo (dimensionless) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (MJ/m^2/day) 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (MJ/m^2/day) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (MJ/m^2/day) 
CLRSKY_SFC_PAR_TOT      CERES SYN1deg Clear Sky Surface PAR Total (W/m^2) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) 
-END HEADER-
PARAMETER,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN
ALLSKY_SFC_SW_DWN,2017,15.41,19.59,21.93,25.27,23.92,18.53,12.28,14.64,15.7,16.6,16.15,15.31,17.92
ALLSKY_SFC_SW_DWN,2018,17.41,18.49,21.2,22.77,23.47,19.17,12.67,13.07,15.83,18.83,16.2,13.48,17.7
ALLSKY_SFC_SW_DWN,2019,15.15,18.36,20.74,22.93,24.3,20.27,14.24,13.29,13.0,14.73,15.6,13.03,17.12
ALLSKY_SFC_SW_DWN,2020,14.33,16.71,18.57,22.48,23.95,14.79,14.74,13.25,15.99,16.94,15.75,14.14,16.8
ALLSKY_SFC_SW_DWN,2021,14.49,18.37,20.46,22.4,20.49,15.97,13.57,14.68,14.61,17.36,14.26,13.23,16.64
ALLSKY_SFC_SW_DWN,2022,13.98,18.77,21.96,23.37,22.93,18.5,15.28,13.9,14.84,16.59,16.46,14.62,17.58
CLRSKY_SFC_SW_DWN,1981,,,,,,,,,,,,,
CLRSKY_SFC_SW_DWN,1982,,,,,,,,,,,,,
CLRSKY_SFC_SW_DWN,1983,,,,,,,,,,,,,
CLRSKY_SFC_SW_DWN,1984,16.38,19.24,21.27,24.9,25.89,25.63,25.65,24.41,22.32,20.25,17.61,15.72,21.61
CLRSKY_SFC_SW_DWN,1985,16.9,20.19,22.37,25.63,26.85,25.96,25.69,24.77,22.87,20.88,17.73,15.97,22.16
CLRSKY_SFC_SW_DWN,1986,16.95,19.72,23.09,25.43,26.8,26.25,26.58,24.62,23.38,20.67,17.69,15.41,22.23
CLRSKY_SFC_SW_DWN,1987,16.79,19.56,21.39,24.09,25.43,26.08,26.14,25.11,23.7,20.35,17.46,15.59,21.82
CLRSKY_SFC_SW_DWN,1988,16.46,19.56,22.2,22.96,25.12,25.94,26.38,24.6,22.29,20.31,17.09,15.58,21.54
CLRSKY_SFC_SW_DWN,1989,16.55,20.1,21.91,24.71,26.57,25.47,26.3,23.8,22.7,20.44,17.56,15.67,21.82
CLRSKY_SFC_SW_DWN,1990,17.08,19.83,21.58,24.08,25.25,25.57,26.2,24.19,21.95,20.81,17.39,15.54,21.63
CLRSKY_SFC_SW_DWN,1991,16.78,19.51,22.26,24.81,25.32,25.69,26.39,24.66,22.59,20.57,15.93,15.96,21.72
CLRSKY_SFC_SW_DWN,1992,16.83,18.95,21.05,24.0,25.0,26.19,27.43,24.41,22.23,19.8,16.6,15.61,21.51
CLRSKY_SFC_SW_DWN,1993,16.56,19.13,21.4,24.05,25.96,25.9,25.84,25.07,22.89,19.69,16.64,15.76,21.59
CLRSKY_SFC_SW_DWN,1994,16.63,19.33,21.93,24.19,26.33,26.25,26.59,24.45,22.74,20.03,16.85,15.58,21.75
CLRSKY_SFC_SW_DWN,1995,16.58,19.3,22.16,24.32,25.84,26.26,26.05,24.25,22.16,19.63,16.27,14.59,21.46
CLRSKY_SFC_SW_DWN,1996,15.97,19.14,21.72,22.15,24.54,25.86,26.67,23.88,21.33,18.47,15.99,14.22,20.83
CLRSKY_SFC_SW_DWN,1997,15.57,18.69,19.26,21.15,25.07,25.78,25.41,23.37,21.96,17.55,15.09,14.16,20.26
CLRSKY_SFC_SW_DWN,1998,16.19,18.97,21.33,22.67,25.22,26.55,26.15,23.03,20.88,17.94,15.88,15.7,20.88
CLRSKY_SFC_SW_DWN,1999,17.2,19.95,21.44,24.19,25.15,25.69,26.4,22.94,20.95,18.53,16.71,15.67,21.24
CLRSKY_SFC_SW_DWN,2000,16.87,19.04,21.37,24.67,25.01,24.74,25.81,23.01,21.64,19.25,16.64,15.81,21.16
CLRSKY_SFC_SW_DWN,2001,17.69,20.37,22.82,26.58,26.54,25.82,26.22,24.68,22.46,20.25,17.07,16.56,22.26
CLRSKY_SFC_SW_DWN,2002,16.88,20.47,23.76,26.59,26.52,25.1,24.09,25.04,22.76,20.45,17.85,16.06,22.13
CLRSKY_SFC_SW_DWN,2003,17.3,19.94,23.56,25.95,26.69,26.07,26.04,25.13,22.89,20.39,17.79,16.36,22.35
CLRSKY_SFC_SW_DWN,2004,17.02,20.69,23.75,26.16,26.52,25.48,25.4,25.31,22.51,20.43,17.46,15.51,22.19
CLRSKY_SFC_SW_DWN,2005,16.41,20.79,23.01,25.94,27.49,26.16,25.85,24.46,22.84,19.91,18.07,16.31,22.27
CLRSKY_SFC_SW_DWN,2006,18.01,21.11,23.26,26.16,25.77,25.92,25.83,25.06,22.51,20.36,16.81,15.55,22.2
CLRSKY_SFC_SW_DWN,2007,16.77,19.79,23.72,25.67,26.02,25.87,25.42,24.21,22.42,20.27,17.16,15.58,21.91
CLRSKY_SFC_SW_DWN,2008,16.52,20.03,23.02,26.29,26.56,25.08,24.81,24.31,22.38,19.92,16.77,14.77,21.7
CLRSKY_SFC_SW_DWN,2009,16.35,20.68,22.56,26.92,26.17,25.4,25.44,23.8,22.01,20.59,17.13,15.37,21.87
CLRSKY_SFC_SW_DWN,2010,17.01,19.96,23.0,26.69,26.07,25.17,25.58,24.77,22.51,19.77,16.58,15.76,21.91
CLRSKY_SFC_SW_DWN,2011,17.1,19.45,23.16,24.79,25.98,24.65,24.98,24.49,22.54,19.77,16.52,14.96,21.54
CLRSKY_SFC_SW_DWN,2012,15.77,20.14,23.59,25.87,26.64,24.85,24.78,24.67,22.61,20.04,16.79,16.01,21.82
CLRSKY_SFC_SW_DWN,2013,15.98,19.51,23.09,25.69,26.46,24.68,25.99,24.62,21.8,19.59,17.0,15.53,21.67
CLRSKY_SFC_SW_DWN,2014,15.84,19.43,22.98,25.65,26.81,24.91,24.38,24.08,22.81,19.3,16.81,15.67,21.56
CLRSKY_SFC_SW_DWN,2015,16.51,19.61,22.86,24.87,26.04,24.99,24.02,24.23,22.08,19.19,16.37,13.85,21.22
CLRSKY_SFC_SW_DWN,2016,16.02,17.64,21.71,25.71,26.23,25.62,25.28,24.57,22.32,20.05,16.76,15.57,21.47
CLRSKY_SFC_SW_DWN,2017,16.23,19.94,23.03,26.02,25.88,24.21,25.04,23.99,21.29,19.38,17.24,15.33,21.47
CLRSKY_SFC_SW_DWN,2018,17.38,19.77,22.35,24.77,25.16,23.74,25.1,23.83,21.84,20.18,16.53,14.72,21.29
CLRSKY_SFC_SW_DWN,2019,16.18,19.28,22.15,24.94,26.46,24.66,24.86,24.37,22.56,18.69,15.99,14.14,21.2
CLRSKY_SFC_SW_DWN,2020,15.98,18.65,22.07,24.86,26.06,24.24,24.97,24.29,21.54,19.52,16.82,14.77,21.15
CLRSKY_SFC_SW_DWN,2021,15.31,19.36,21.56,24.69,25.6,23.56,24.59,23.61,22.52,19.22,16.17,14.18,20.87
CLRSKY_SFC_SW_DWN,2022,15.77,19.5,22.25,24.62,25.12,24.58,25.95,24.81,22.82,20.11,16.71,15.18,21.46
ALLSKY_SFC_PAR_TOT,1981,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1982,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1983,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1984,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1985,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1986,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1987,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1988,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1989,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1990,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1991,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1992,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1993,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1994,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1995,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1996,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1997,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1998,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,1999,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,2000,,,,,,,,,,,,,
ALLSKY_SFC_PAR_TOT,2001,79.92,95.01,102.95,118.24,126.4,79.47,64.9,85.78,92.34,90.48,81.36,79.55,91.32
ALLSKY_SFC_PAR_TOT,2002,77.52,92.3,110.22,128.03,126.45,101.82,92.11,73.86,88.84,97.19,87.22,78.1,96.11
ALLSKY_SFC_PAR_TOT,2003,80.53,90.32,110.26,123.99,126.5,105.25,88.02,76.95,70.3,80.63,89.25,76.71,93.2
ALLSKY_SFC_PAR_TOT,2004,80.36,98.89,112.48,129.05,126.61,98.7,83.91,75.14,91.07,96.7,86.69,73.93,96.05
ALLSKY_SFC_PAR_TOT,2005,69.02,101.45,104.62,118.8,130.24,106.4,78.35,79.14,86.56,85.01,87.95,75.52,93.45
ALLSKY_SFC_PAR_TOT,2006,86.62,100.83,102.01,122.84,120.57,103.42,66.32,70.23,90.48,99.48,77.14,73.94,92.7
ALLSKY_SFC_PAR_TOT,2007,77.61,90.5,109.48,122.14,121.82,100.98,79.94,75.23,79.39,98.27,81.88,76.45,92.79
ALLSKY_SFC_PAR_TOT,2008,75.93,86.89,105.65,127.47,125.79,80.05,78.02,79.3,92.46,96.75,80.44,70.65,91.6
ALLSKY_SFC_PAR_TOT,2009,77.65,100.1,102.43,130.98,124.3,114.14,73.45,82.08,91.95,93.93,77.34,73.16,94.99
ALLSKY_SFC_PAR_TOT,2010,79.81,92.65,109.6,131.28,121.95,108.79,87.1,87.16,91.7,87.51,74.51,70.14,95.13
ALLSKY_SFC_PAR_TOT,2011,82.2,89.98,111.37,112.36,123.73,88.23,85.43,73.27,74.63,95.95,81.38,70.24,90.76
ALLSKY_SFC_PAR_TOT,2012,64.91,95.53,110.99,123.36,127.51,99.7,68.45,73.73,85.43,94.95,75.38,75.74,91.23
ALLSKY_SFC_PAR_TOT,2013,73.71,88.1,105.32,121.23,125.05,91.39,78.36,75.7,85.24,70.7,83.73,74.95,89.41
ALLSKY_SFC_PAR_TOT,2014,72.7,87.09,105.38,122.38,124.45,104.62,78.62,76.98,86.35,86.88,83.42,70.7,91.59
ALLSKY_SFC_PAR_TOT,2015,72.95,91.38,101.55,114.05,122.13,95.95,79.55,84.06,94.29,92.9,79.66,60.66,90.7
ALLSKY_SFC_PAR_TOT,2016,73.0,78.46,97.82,124.32,123.82,109.25,72.11,76.77,78.24,94.74,82.72,74.85,90.48
ALLSKY_SFC_PAR_TOT,2017,76.13,96.92,109.23,126.91,125.1,98.74,68.42,80.66,84.19,86.59,81.24,75.02,92.34
ALLSKY_SFC_PAR_TOT,2018,85.51,92.93,105.09,117.12,122.93,102.18,71.09,72.15,84.96,97.13,81.43,65.81,91.46
ALLSKY_SFC_PAR_TOT,2019,74.41,92.29,105.16,117.98,126.39,107.84,78.73,73.86,71.85,77.89,78.59,64.2,89.02
ALLSKY_SFC_PAR_TOT,2020,71.88,84.11,96.43,117.11,125.04,80.09,81.53,73.11,85.81,89.17,79.66,69.58,87.78
ALLSKY_SFC_PAR_TOT,2021,70.99,91.19,101.2,110.94,108.18,85.59,74.6,80.1,80.08,90.0,71.6,64.88,85.72
ALLSKY_SFC_PAR_TOT,2022,69.43,94.24,110.13,117.52,119.94,97.5,85.03,76.37,80.79,86.45,80.8,72.34,90.81
ALLSKY_SFC_SW_DIFF,1981,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1982,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1983,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1984,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1985,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1986,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1987,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1988,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1989,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1990,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1991,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1992,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1993,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1994,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1995,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1996,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1997,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1998,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,1999,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,2000,,,,,,,,,,,,,
ALLSKY_SFC_SW_DIFF,2001,7.39,9.53,10.13,8.29,9.27,9.24,8.14,9.89,9.53,7.03,5.63,5.34,8.28
ALLSKY_SFC_SW_DIFF,2002,7.04,7.44,9.78,7.96,9.59,10.01,10.57,9.05,8.85,6.74,4.87,5.28,8.11
ALLSKY_SFC_SW_DIFF,2003,6.96,7.12,8.91,7.95,10.26,9.68,10.25,8.97,8.31,6.75,4.48,4.65,7.87
ALLSKY_SFC_SW_DIFF,2004,5.49,6.42,8.16,7.29,9.13,9.62,10.23,8.96,8.75,6.65,4.77,5.71,7.6
ALLSKY_SFC_SW_DIFF,2005,6.53,6.14,8.99,8.14,8.25,10.35,9.36,9.33,8.95,7.07,4.95,5.45,7.8
ALLSKY_SFC_SW_DIFF,2006,6.31,7.9,8.84,7.16,9.36,10.28,8.46,8.51,9.08,6.18,5.58,5.81,7.79
ALLSKY_SFC_SW_DIFF,2007,7.22,7.34,7.48,7.51,9.02,10.22,9.95,9.06,8.91,6.62,5.15,5.09,7.8
ALLSKY_SFC_SW_DIFF,2008,5.55,5.98,8.27,7.39,9.24,8.95,9.99,9.75,8.82,6.85,6.04,5.29,7.69
ALLSKY_SFC_SW_DIFF,2009,5.43,6.83,9.24,6.65,8.75,10.24,9.02,9.83,9.2,6.06,5.39,5.3,7.67
ALLSKY_SFC_SW_DIFF,2010,5.82,7.7,8.66,7.5,9.59,10.12,10.44,10.72,8.98,7.23,5.51,5.14,8.12
ALLSKY_SFC_SW_DIFF,2011,5.89,7.25,7.4,8.69,9.13,8.99,10.07,9.21,8.06,6.6,5.74,5.52,7.71
ALLSKY_SFC_SW_DIFF,2012,5.9,6.86,9.51,8.24,9.14,9.53,8.53,9.06,8.52,6.84,5.72,5.56,7.79
ALLSKY_SFC_SW_DIFF,2013,6.79,7.07,8.24,7.87,9.21,9.92,9.93,9.41,8.99,7.36,5.52,5.38,7.98
ALLSKY_SFC_SW_DIFF,2014,6.73,6.61,7.66,8.09,8.38,9.7,9.32,9.39,8.62,7.14,5.89,6.26,7.82
ALLSKY_SFC_SW_DIFF,2015,6.75,8.0,8.21,8.88,9.25,10.2,9.59,9.9,9.26,7.0,6.18,6.1,8.28
ALLSKY_SFC_SW_DIFF,2016,6.87,8.4,9.14,7.84,9.55,10.92,9.08,8.88,8.92,6.98,5.68,6.07,8.19
ALLSKY_SFC_SW_DIFF,2017,6.74,5.38,6.88,7.99,9.04,10.35,8.56,10.04,9.15,7.83,5.59,4.87,7.71
ALLSKY_SFC_SW_DIFF,2018,4.51,6.34,7.02,8.62,9.92,10.29,8.88,8.89,8.62,6.73,6.02,5.28,7.59
ALLSKY_SFC_SW_DIFF,2019,5.31,6.04,7.43,8.84,9.43,10.54,9.07,8.84,7.98,8.11,6.23,5.49,7.78
ALLSKY_SFC_SW_DIFF,2020,5.15,5.42,7.91,8.34,9.17,9.0,10.1,8.73,9.65,7.88,5.48,4.97,7.66
ALLSKY_SFC_SW_DIFF,2021,5.98,5.91,7.94,10.69,9.35,9.59,8.89,10.07,8.79,7.84,6.64,5.76,8.13
ALLSKY_SFC_SW_DIFF,2022,5.73,5.87,7.02,9.88,10.61,10.99,9.52,8.8,9.34,7.37,6.04,5.32,8.05
CLRSKY_SFC_PAR_TOT,1981,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1982,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1983,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1984,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1985,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1986,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1987,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1988,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1989,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1990,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1991,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1992,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1993,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1994,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1995,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1996,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1997,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1998,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,1999,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,2000,,,,,,,,,,,,,
CLRSKY_SFC_PAR_TOT,2001,87.17,101.38,115.08,135.27,138.99,138.41,142.23,132.81,119.0,106.37,86.81,82.77,115.59
CLRSKY_SFC_PAR_TOT,2002,84.16,104.56,120.09,135.54,136.78,133.14,127.9,135.35,120.71,105.8,90.66,81.12,114.68
CLRSKY_SFC_PAR_TOT,2003,86.11,102.34,120.09,133.92,136.06,137.52,140.99,135.9,123.59,108.35,90.51,82.53,116.55
CLRSKY_SFC_PAR_TOT,2004,86.24,103.82,119.84,135.29,138.33,135.11,135.99,136.91,119.87,106.23,87.89,76.98,115.23
CLRSKY_SFC_PAR_TOT,2005,82.27,106.83,116.66,130.4,141.7,136.78,139.34,130.5,122.05,103.75,90.59,81.18,115.19
CLRSKY_SFC_PAR_TOT,2006,90.36,105.88,118.39,133.44,134.88,137.73,139.52,134.96,119.73,105.55,85.6,77.2,115.3
CLRSKY_SFC_PAR_TOT,2007,83.11,99.44,119.45,130.91,135.7,137.8,136.49,129.52,119.98,104.76,86.43,78.27,113.55
CLRSKY_SFC_PAR_TOT,2008,82.32,98.69,116.45,133.49,137.52,133.52,132.67,130.23,118.54,103.06,84.99,72.42,112.0
CLRSKY_SFC_PAR_TOT,2009,81.2,103.59,111.68,135.22,134.9,131.69,136.64,127.18,116.25,106.29,87.61,76.96,112.45
CLRSKY_SFC_PAR_TOT,2010,84.1,101.16,115.68,134.66,135.29,132.09,137.8,133.28,119.99,103.31,85.53,79.01,113.54
CLRSKY_SFC_PAR_TOT,2011,85.22,97.78,116.42,126.71,135.01,129.95,133.5,131.37,120.27,101.59,82.55,73.3,111.21
CLRSKY_SFC_PAR_TOT,2012,78.45,101.21,116.36,132.18,135.04,130.0,132.39,132.49,120.72,103.06,84.66,80.09,112.23
CLRSKY_SFC_PAR_TOT,2013,79.16,98.59,115.13,130.6,134.53,130.22,140.06,131.87,115.29,103.18,85.66,77.02,111.84
CLRSKY_SFC_PAR_TOT,2014,78.5,97.78,117.18,129.99,138.83,130.7,129.87,128.61,121.17,99.89,84.45,77.61,111.27
CLRSKY_SFC_PAR_TOT,2015,81.67,97.52,115.68,126.95,132.7,131.64,126.87,129.55,116.53,98.29,82.59,67.75,109.02
CLRSKY_SFC_PAR_TOT,2016,78.44,86.72,107.84,129.82,136.16,135.88,135.91,132.23,119.77,103.71,83.91,77.36,110.7
CLRSKY_SFC_PAR_TOT,2017,80.54,99.09,114.67,129.86,133.77,126.57,133.84,128.38,111.99,101.19,87.51,75.99,110.34
CLRSKY_SFC_PAR_TOT,2018,86.15,99.59,110.66,126.32,130.32,123.97,135.27,127.59,115.57,104.46,83.8,72.69,109.75
CLRSKY_SFC_PAR_TOT,2019,80.06,97.14,112.13,127.16,136.12,128.93,133.02,131.45,121.6,98.03,81.24,69.98,109.79
CLRSKY_SFC_PAR_TOT,2020,80.43,93.51,113.91,128.26,134.35,127.46,133.78,130.61,114.21,102.82,85.6,73.34,109.9
CLRSKY_SFC_PAR_TOT,2021,75.62,96.18,106.54,121.02,132.98,123.2,131.08,125.75,120.99,99.84,81.85,70.09,107.13
CLRSKY_SFC_PAR_TOT,2022,78.45,98.02,111.62,122.8,129.79,127.48,139.94,133.45,122.25,104.98,82.6,75.84,110.67
ALLSKY_SFC_UV_INDEX,1981,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1982,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1983,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1984,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1985,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1986,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1987,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1988,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1989,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1990,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1991,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1992,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1993,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1994,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1995,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1996,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1997,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1998,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,1999,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2000,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2001,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2002,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2003,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2004,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2005,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2006,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2007,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2008,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2009,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2010,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2011,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2012,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2013,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2014,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2015,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2016,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2017,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2018,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2019,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2020,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2021,,,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX,2022,,,,,,,,,,,,,
