-BEGIN HEADER-,,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,,,,,,
Dates (month/day/year): 02/01/1981 through 12/31/2023 ,,,,,,,,,,,,
Location: Latitude  22.8199   Longitude 83.2828 ,,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 630.4 meters,,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,,
T2M                   MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,,
T2MDEW                MERRA-2 Dew/Frost Point at 2 Meters (C) ,,,,,,,,,,,,
T2MWET                MERRA-2 Wet Bulb Temperature at 2 Meters (C) ,,,,,,,,,,,,
TS                    MERRA-2 Earth Skin Temperature (C) ,,,,,,,,,,,,
T2M_RANGE             MERRA-2 Temperature at 2 Meters Range (C) ,,,,,,,,,,,,
T2M_MAX               MERRA-2 Temperature at 2 Meters Maximum (C) ,,,,,,,,,,,,
T2M_MIN               MERRA-2 Temperature at 2 Meters Minimum (C) ,,,,,,,,,,,,
ALLSKY_SFC_LW_DWN     CERES SYN1deg All Sky Surface Longwave Downward Irradiance (W/m^2) ,,,,,,,,,,,,
QV2M                  MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,,
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,,,,,,
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,,
YEAR,DOY,T2M,T2MDEW,T2MWET,TS,T2M_RANGE,T2M_MAX,T2M_MIN,ALLSKY_SFC_LW_DWN,QV2M,RH2M,PRECTOTCORR
1981,09-10-1981,21.32,16.19,18.76,20.08,10.2,27.33,17.13,-999,12.27,73.88,0
1981,10-10-1981,20.22,14.59,17.4,19.35,11.66,26.61,14.94,-999,11.11,72.62,0
1981,11-10-1981,20.44,13.44,16.94,18.74,11.81,27.19,15.38,-999,10.31,65.5,0
1981,12-10-1981,21.19,14.02,17.61,19.37,10.19,27.08,16.9,-999,10.68,64.94,0
1981,13-10-1981,21.69,15.86,18.77,20.57,11.06,27.29,16.23,-999,12.08,70.44,0
1981,14-10-1981,22.39,18.62,20.5,22.33,9.95,27.47,17.51,-999,14.34,80.38,0
1981,15-10-1981,21.88,17.99,19.94,21.61,9.82,27.61,17.79,-999,13.79,79.94,0
1981,16-10-1981,20.96,14.37,17.67,19.73,10.59,26.78,16.19,-999,10.93,67.62,0
1981,17-10-1981,21.4,15.09,18.25,19.65,10.23,27.07,16.83,-999,11.66,68.06,0
1981,18-10-1981,21.15,16.07,18.61,19.53,11.46,27.38,15.92,-999,12.21,74.12,0
1981,19-10-1981,20.9,14.83,17.87,19.14,10.45,26.98,16.54,-999,11.29,69.19,0
1981,20-10-1981,19.45,14.02,16.74,18.06,11.45,26.11,14.66,-999,10.68,72.12,0
1981,21-10-1981,19.24,13.74,16.49,17.79,11.21,25.27,14.05,-999,10.56,71.38,0
1981,22-10-1981,19.68,13.49,16.58,17.92,10.7,25.73,15.02,-999,10.31,68.69,0
1981,23-10-1981,19.88,13.21,16.55,18.37,11.82,26.69,14.88,-999,10.19,66.75,0
1981,24-10-1981,20.08,13.48,16.78,18.73,12.9,26.62,13.73,-999,10.31,67.06,0
1981,25-10-1981,21.44,16.34,18.89,20.69,10.94,27.41,16.48,-999,12.39,73.88,0.04
1981,26-10-1981,20.26,17.55,18.9,19.9,8.11,25.14,17.04,-999,13.37,84.81,5.77
1981,27-10-1981,20.46,15.97,18.21,19.84,10.37,26.35,15.98,-999,12.08,77,3.08
1981,28-10-1981,20.88,15.49,18.19,20.14,10.16,26.45,16.3,-999,11.72,72.62,0.45
1981,29-10-1981,21.15,14.06,17.6,19.98,8.02,25.61,17.59,-999,10.68,65.31,0.75
1981,30-10-1981,21.05,13.45,17.25,19.52,8.83,26.29,17.45,-999,10.31,62.94,0.54
1981,31-10-1981,20.45,15.26,17.86,19.76,10.1,26.26,16.16,-999,11.6,73.38,0
1981,01-11-1981,21.64,16.66,19.15,20.81,11.19,27.23,16.04,-999,12.63,74.62,0.52
1981,02-11-1981,23.1,19.08,21.09,22.34,9.64,28.07,18.43,-999,14.83,78.44,0.65
1981,03-11-1981,23.21,20.59,21.9,22.84,8.47,27.79,19.32,-999,16.24,85.88,0.48
1981,04-11-1981,22.67,20.3,21.48,22.56,9.2,27.22,18.02,-999,15.93,87.25,0.34
1981,05-11-1981,17.46,12.37,14.91,17.12,11.45,23.83,12.38,-999,9.58,74.12,0
1981,06-11-1981,16.05,9.76,12.9,15.26,14.6,24.23,9.63,-999,8.06,68.81,0.34
1981,07-11-1981,17.13,10.27,13.7,16.05,14.5,25.44,10.94,-999,8.36,66.38,0
1981,08-11-1981,17.2,11.32,14.26,16.28,13.59,25.04,11.44,-999,8.97,70.56,0
1981,09-11-1981,17.65,11.55,14.6,16.69,13.31,25.26,11.94,-999,9.09,70.06,0.42
1981,10-11-1981,18.8,12.13,15.47,17.24,13.11,25.36,12.25,-999,9.46,66.88,0
1981,11-11-1981,19.3,11.58,15.44,16.95,10.37,24.9,14.53,-999,9.09,62,0
1981,12-11-1981,18.48,11.69,15.08,17.18,12.39,25.6,13.21,-999,9.16,66.62,0
1981,13-11-1981,18.33,13.03,15.68,17.28,8.45,23.17,14.72,-999,10.07,72.06,0.14
1981,14-11-1981,17.1,13.15,15.12,16.93,11.45,23.74,12.29,-999,10.01,79.5,0
1981,15-11-1981,15.89,11.08,13.49,15.37,12.28,23.02,10.74,-999,8.73,75.5,0
1981,16-11-1981,15.64,10.08,12.86,15.08,13.05,23.05,9.99,-999,8.18,71.94,0
1981,17-11-1981,15.95,9.94,12.94,15.23,13.47,23.21,9.74,-999,8.12,70.25,0
1981,18-11-1981,15.4,10.28,12.84,14.84,12.14,22.41,10.27,-999,8.3,74,0
1981,19-11-1981,15.2,10.1,12.65,14.64,12.35,22.33,9.98,-999,8.24,74.5,0
1981,20-11-1981,15.19,10.34,12.76,14.9,13.62,22.91,9.3,-999,8.36,75.31,0
1981,21-11-1981,14.58,8.94,11.76,13.85,13.33,22.36,9.03,-999,7.57,71.56,0
1981,22-11-1981,14.01,7.39,10.7,12.99,14.1,22.26,8.15,-999,6.84,67.75,0
1981,23-11-1981,15.51,5.41,10.46,13.02,13.64,23.01,9.37,-999,5.98,52.88,0
1981,24-11-1981,16.15,5.74,10.94,13.48,12.81,23.71,10.9,-999,6.16,51.62,0
1981,25-11-1981,15.38,6.87,11.12,13.67,12.76,23.25,10.49,-999,6.65,59.25,0
1981,26-11-1981,16,6.87,11.43,14.01,12.64,23.93,11.29,-999,6.65,57.06,0
1981,27-11-1981,15.84,7.67,11.76,14.57,12.95,23.83,10.87,-999,6.96,60.81,0
1981,28-11-1981,16.32,7.94,12.13,14.98,13.09,24.05,10.98,-999,7.08,60,0
1981,29-11-1981,16.02,8.31,12.17,15.12,13.41,24.03,10.62,-999,7.26,62.56,0
1981,30-11-1981,15.25,7.94,11.59,14.83,13.64,23.16,9.51,-999,7.08,64.19,0
1981,01-12-1981,15.29,8.19,11.74,14.64,13.9,23.01,9.12,-999,7.2,65.25,0.02
1981,02-12-1981,15.4,8.9,12.15,14.59,13.77,22.97,9.2,-999,7.57,67.56,0.5
1981,03-12-1981,16.69,9.01,12.85,15.33,11.7,23.44,11.74,-999,7.63,62.25,0
1981,04-12-1981,15.3,8.06,11.69,14.38,13.09,23.17,10.08,-999,7.14,65.25,0
1981,05-12-1981,14.29,7.39,10.83,13.46,14.28,22.72,8.44,-999,6.84,65.69,0
1981,06-12-1981,15.62,7.4,11.51,15.01,16.04,24.6,8.56,-999,6.9,61.19,0
1981,07-12-1981,17.17,9.88,13.53,16.4,13.3,24.87,11.57,-999,8.12,64.06,0.05
1981,08-12-1981,14.45,9.24,11.85,14.69,12.41,22.19,9.78,-999,7.75,73.5,0.06
1981,09-12-1981,13.73,7.19,10.46,13.9,15.27,22.3,7.02,-999,6.71,68.12,0.01
1981,10-12-1981,14.98,10.53,12.76,15.12,11.05,21.15,10.09,-999,8.54,75.56,1.93
1981,11-12-1981,16.8,13.54,15.17,17.22,11.41,23.51,12.1,-999,10.31,82.81,0.69
1981,12-12-1981,16.43,11.03,13.73,16.8,13.02,24.05,11.03,-999,8.79,73.44,0
1981,13-12-1981,15.32,6.34,10.83,14.76,15.52,24,8.48,-999,6.35,58.88,0
1981,14-12-1981,14.53,4.52,9.53,13.74,14.99,23.62,8.62,-999,5.62,54.94,0
1981,15-12-1981,13.39,2.76,8.07,12.87,15.42,22.62,7.19,-999,4.94,53.31,0
1981,16-12-1981,13.51,2.91,8.22,12.88,15.37,22.67,7.3,-999,5,52.25,0
1981,17-12-1981,14.8,3.83,9.32,13.83,13.69,23.15,9.47,-999,5.37,50.44,0.05
1981,18-12-1981,16.56,5.65,11.11,15.45,13.51,24.5,10.99,-999,6.1,50.94,0.03
1981,19-12-1981,16.59,8.95,12.77,15.51,12.57,23.05,10.48,-999,7.57,62.62,0.11
1981,20-12-1981,16.76,11.12,13.94,16.39,12.61,23.38,10.76,-999,8.85,71,8.42
1981,21-12-1981,17.36,12.44,14.9,16.94,9.91,23.24,13.33,-999,9.52,74.44,0.12
1981,22-12-1981,16.21,10.02,13.12,16.48,11.91,23.47,11.55,-999,8.12,69.5,0
1981,23-12-1981,15.44,8.59,12.01,15.48,11.73,22.51,10.78,-999,7.39,65.44,0
1981,24-12-1981,14.38,4.58,9.48,13.95,13.01,22.06,9.05,-999,5.62,54.88,0
1981,25-12-1981,12.83,1.51,7.17,12.39,14.88,21.85,6.98,-999,4.52,50.44,0
1981,26-12-1981,13.97,1.88,7.93,12.55,13.85,22.32,8.47,-999,4.64,46.62,0
1981,27-12-1981,15.19,2.71,8.95,13.43,16.66,24.35,7.69,-999,4.94,46.62,0
1981,28-12-1981,16.13,3.22,9.68,13.95,14.01,24.69,10.69,-999,5.13,44.25,0
1981,29-12-1981,16.51,5.96,11.23,15.33,15.34,25.59,10.25,-999,6.29,51.56,0
1981,30-12-1981,17.58,8.19,12.88,16.26,13.59,25.76,12.16,-999,7.2,56.38,0
1981,31-12-1981,15.08,4.52,9.8,14.68,14.68,24.13,9.45,-999,5.62,53.88,0
1982,01-01-1982,14.98,5.43,10.2,14.25,13.7,23.21,9.51,-999,5.98,54.25,0
1982,02-01-1982,15.88,5.8,10.84,15.11,15.21,24.63,9.42,-999,6.1,53.94,0
1982,03-01-1982,17.49,6.58,12.04,16.45,13.52,25.87,12.33,-999,6.47,50.56,0
1982,04-01-1982,18.87,7.81,13.33,17.29,14.34,26.89,12.54,-999,7.08,50.12,0
1982,05-01-1982,19.39,10.62,15.01,17.5,11.8,25.8,14,-999,8.48,58.69,0
1982,06-01-1982,17.73,10.89,14.31,16.71,8.23,22.23,14,-999,8.67,65.38,2.03
1982,07-01-1982,19.06,12.02,15.55,19.03,12.83,26.37,13.55,-999,9.28,66.06,0.01
1982,08-01-1982,19.15,11.48,15.32,18.65,14.62,26.58,11.96,-999,8.97,64.25,0
1982,09-01-1982,18.8,10.79,14.8,19,14.74,27.12,12.38,-999,8.61,62.62,0.26
1982,10-01-1982,17.94,13.4,15.67,17.4,9.73,23.7,13.98,-999,10.25,76.5,17.06
1982,11-01-1982,16.86,13.87,15.36,16.93,8.85,22.16,13.31,-999,10.5,83.88,10.17
1982,12-01-1982,16.22,10.36,13.29,16.37,13.53,23.92,10.38,-999,8.36,72.06,0.17
1982,13-01-1982,16.69,9.5,13.09,16.72,13.55,24.06,10.51,-999,7.93,64.44,1.63
1982,14-01-1982,17.49,11.65,14.57,17.54,12.37,23.87,11.5,-999,9.16,70.06,3.89
1982,15-01-1982,17.81,11.83,14.83,18.12,13.42,24.8,11.38,-999,9.22,70.12,1.12
1982,16-01-1982,18.09,12.22,15.15,18.48,12.77,25.31,12.54,-999,9.46,71.12,1.93
1982,17-01-1982,16.59,7.55,12.07,16.72,13.94,24.62,10.69,-999,6.9,57.31,0.11
1982,18-01-1982,16.65,6.57,11.61,16.69,15.52,25.51,9.98,-999,6.47,53.75,0.08
1982,19-01-1982,17.49,6.79,12.14,17.16,15.67,26.41,10.75,-999,6.65,51.81,0.1
1982,20-01-1982,18.57,8.67,13.62,18.38,12.8,26.05,13.24,-999,7.51,53.81,0
1982,21-01-1982,18.85,8.6,13.73,18.83,15.47,26.84,11.37,-999,7.51,53.88,0
1982,22-01-1982,20.2,13.73,16.96,20.06,9.06,25.04,15.98,-999,10.44,67.5,0.01
1982,23-01-1982,20.13,10.46,15.3,19.95,14.23,27.43,13.2,-999,8.48,58.56,2
1982,24-01-1982,20.39,10.05,15.22,20.23,13.3,27.36,14.05,-999,8.18,53.69,1.08
1982,25-01-1982,19.37,14.1,16.73,19.08,12.12,25.7,13.59,-999,10.68,72.94,4.11
1982,26-01-1982,18.55,13.37,15.96,18.72,10.88,25.01,14.12,-999,10.13,74.62,3.01
1982,27-01-1982,17.57,11.68,14.62,18.75,13.26,25.38,12.12,-999,9.09,72.88,0.1
1982,28-01-1982,17.34,11.89,14.62,17.9,14.19,25.76,11.57,-999,9.22,74.44,2.9
1982,29-01-1982,17.03,12.62,14.83,17.48,11.46,23.8,12.33,-999,9.64,77.56,13.16
1982,30-01-1982,16.26,11.34,13.8,16.48,11.78,23.63,11.85,-999,8.91,74.44,1.86
1982,31-01-1982,15.26,12.62,13.94,15.12,7.05,19.4,12.34,-999,9.77,84.75,9.22
1982,01-02-1982,16.77,12.65,14.71,17.48,11.4,22.68,11.28,-999,9.7,78.88,1.67
1982,02-02-1982,15.81,10.19,13,16.39,14.11,23.61,9.5,-999,8.24,72.62,0
1982,03-02-1982,16.26,11.44,13.85,16.33,11.66,22.61,10.94,-999,9.09,74.88,11.51
1982,04-02-1982,15.69,13.05,14.37,16.15,9.99,21.64,11.65,-999,10.01,85.38,3.44
1982,05-02-1982,14.91,9.9,12.4,15.13,12.14,21.98,9.83,-999,8.12,74.94,1.7
1982,06-02-1982,13.63,5.98,9.81,13.76,15.3,22.06,6.76,-999,6.23,64.44,0.73
1982,07-02-1982,14.27,4.59,9.44,13.9,15.34,22.86,7.51,-999,5.62,55.19,0
1982,08-02-1982,15.69,5.02,10.36,14.88,15.7,24.32,8.61,-999,5.86,51.81,0
1982,09-02-1982,17.24,6.56,11.9,16.42,14.67,25.61,10.94,-999,6.47,51.69,0
1982,10-02-1982,16.44,3.68,10.06,16.33,15.73,25.58,9.85,-999,5.31,46.5,0
1982,11-02-1982,18.02,6.12,12.08,17.62,18.09,27.61,9.51,-999,6.35,48.88,0
1982,12-02-1982,20.43,10.68,15.55,19.94,14.48,28.26,13.77,-999,8.61,56.06,0.18
1982,13-02-1982,19.94,11.64,15.79,20.44,15.2,28.19,12.98,-999,9.09,62.12,0.02
1982,14-02-1982,18.46,10.04,14.25,19.2,14.46,26.52,12.06,-999,8.18,61.56,0
1982,15-02-1982,18.01,7.65,12.83,18.23,15.09,26.12,11.05,-999,6.96,54.75,0
1982,16-02-1982,18.58,7.8,13.19,18.87,16.58,27.68,11.1,-999,7.2,54.69,5.72
1982,17-02-1982,19.25,13.55,16.4,19.69,13.4,26.49,13.1,-999,10.38,71.75,5
1982,18-02-1982,19.83,11.51,15.68,20.15,15.46,27.8,12.34,-999,9.09,63.06,0.55
1982,19-02-1982,19.51,9.56,14.54,19.56,14.95,27.43,12.48,-999,7.93,57.25,1.24
1982,20-02-1982,20.8,9.23,15.01,20.3,14.07,27.63,13.57,-999,7.75,50.75,0
1982,21-02-1982,21.89,10.55,16.23,21.01,12.16,29.14,16.99,-999,8.54,50.69,1.77
1982,22-02-1982,19.31,10.95,15.13,19.65,12.96,26.9,13.94,-999,8.73,60.94,2.66
1982,23-02-1982,18.71,8.26,13.48,18.88,14.15,26.71,12.56,-999,7.26,52.75,0.13
1982,24-02-1982,17.87,5.02,11.44,18.72,15.55,26.55,11,-999,5.86,45.06,0.03
1982,25-02-1982,18.25,3.01,10.63,18.95,16.92,27.55,10.62,-999,5.07,38.62,0
1982,26-02-1982,20.67,6.81,13.74,21.37,15.93,29.77,13.84,-999,6.59,42.75,0
1982,27-02-1982,19.73,6.07,12.9,19.92,15.73,28.94,13.2,-999,6.29,43,0.55
1982,28-02-1982,19.87,11.44,15.65,20.31,14.09,28.26,14.18,-999,9.16,60.12,2.47
1982,01-03-1982,22.3,14.39,18.34,22.86,13.47,29.78,16.31,-999,10.93,65.19,1.7
1982,02-03-1982,19.51,14.93,17.22,19.74,7.82,23.68,15.85,-999,11.29,75.81,12.06
1982,03-03-1982,17.35,6.69,12.02,18.03,16.11,26.08,9.98,-999,6.59,56.19,0.01
1982,04-03-1982,17.52,5.1,11.31,18.09,18.28,27.24,8.96,-999,5.86,48.44,0.25
1982,05-03-1982,20.09,7.82,13.96,20.33,17.61,29.07,11.46,-999,7.2,48.44,0.32
1982,06-03-1982,21,10.7,15.85,21.72,15.52,28.95,13.44,-999,8.61,56.12,0.33
1982,07-03-1982,18.91,4.84,11.87,19.95,15.84,27.71,11.87,-999,5.8,44.25,0
1982,08-03-1982,19.51,3.33,11.41,20.28,18.78,29.72,10.94,-999,5.19,37.81,0
1982,09-03-1982,20.31,7.42,13.87,21.56,16.48,29.44,12.95,-999,6.96,45.31,0.08
1982,10-03-1982,21.12,12.47,16.8,21.09,15.04,28.58,13.54,-999,9.83,58.81,11.55
1982,11-03-1982,22.29,12.26,17.27,22.23,13.31,29.23,15.9,-999,9.46,55.69,0.98
1982,12-03-1982,22.57,11.35,16.96,23.33,13.57,29.92,16.35,-999,8.97,51.75,1.22
1982,13-03-1982,19.47,3.87,11.67,20.3,18.15,29.41,11.26,-999,5.43,42,0.59
1982,14-03-1982,19.82,3.87,11.84,19.9,19.23,30.14,10.9,-999,5.43,40.12,1.99
1982,15-03-1982,21.51,3.62,12.57,21.58,18.65,31.76,13.12,-999,5.37,35.06,0
1982,16-03-1982,23.93,6.72,15.32,23.23,17.02,32.54,15.52,-999,6.59,36,0
1982,17-03-1982,25.37,7.93,16.65,24.8,18.23,34.46,16.23,-999,7.2,36.06,0.05
1982,18-03-1982,25.37,9.01,17.19,25.33,14.88,33.9,19.02,-999,7.69,38.56,0.1
1982,19-03-1982,23.26,7.26,15.26,24.06,17.45,33.01,15.56,-999,6.84,40.25,0.05
1982,20-03-1982,23.05,5.48,14.26,23.65,18.77,33.41,14.65,-999,6.04,37,0.05
1982,21-03-1982,23.45,5.13,14.3,23.99,17.49,33.02,15.53,-999,5.92,34.44,0
1982,22-03-1982,24.99,6.4,15.7,25.37,18.64,35.24,16.6,-999,6.47,34.12,0
1982,23-03-1982,25.81,7.73,16.77,25.11,16,33.6,17.6,-999,7.08,34.06,1.14
1982,24-03-1982,25.55,11.86,18.7,24.67,12.33,32.34,20.01,-999,9.4,44.38,4.82
1982,25-03-1982,25.23,13.44,19.33,26.18,14.44,32.98,18.55,-999,10.31,51.62,0.49
1982,26-03-1982,23.11,11.37,17.23,24.62,13.62,30.97,17.34,-999,9.03,51.31,1.03
1982,27-03-1982,22.67,6.39,14.53,24.05,16.34,31.62,15.29,-999,6.41,38.94,0
1982,28-03-1982,23.03,7,15.01,24.05,17.9,32.34,14.44,-999,6.71,39.62,0
1982,29-03-1982,25.58,10.43,18.01,26.35,16.11,34.34,18.23,-999,8.42,41.5,0
1982,30-03-1982,25.59,10.51,18.05,26.51,16.02,34.43,18.4,-999,8.48,42.44,0.03
1982,31-03-1982,26.55,9.94,18.24,27.19,18.16,36.14,17.98,-999,8.18,39.19,0
1982,01-04-1982,27.17,8.21,17.69,27.48,18.49,37.23,18.74,-999,7.32,34.38,0
1982,02-04-1982,28.29,5.43,16.86,27.85,18.23,38.42,20.19,-999,6.04,26.56,0
1982,03-04-1982,28.22,4.77,16.5,28.21,19.73,38.48,18.76,-999,5.86,26.19,0
1982,04-04-1982,28.87,4.58,16.73,27.97,16.99,37.07,20.08,-999,5.74,24.56,0
1982,05-04-1982,31.05,5.75,18.4,29.86,14.89,38.7,23.81,-999,6.23,21.69,0
1982,06-04-1982,30.15,8.25,19.2,30.48,17.47,39.38,21.91,-999,7.32,28.38,0.04
1982,07-04-1982,29.69,8.37,19.03,30.4,16.58,38.59,22.02,-999,7.39,29.38,0.19
1982,08-04-1982,27.36,5.4,16.37,28.55,17.06,36.66,19.6,-999,6.04,27.62,0
1982,09-04-1982,25.83,1.23,13.53,26.8,19.44,36.12,16.68,-999,4.58,24.56,0.11
1982,10-04-1982,26.86,0.27,13.57,27.76,19.79,37.19,17.4,-999,4.21,21.06,0
1982,11-04-1982,28.11,2.34,15.23,28.9,18.3,37.23,18.92,-999,5,22.06,0
1982,12-04-1982,28.51,9.58,19.05,30.2,18.2,37.35,19.15,-999,8.06,34.19,0.43
1982,13-04-1982,28.73,10.26,19.49,29.19,17.7,37.87,20.17,-999,8.48,33.81,2.34
1982,14-04-1982,29.27,8.05,18.66,30.52,18,38.31,20.31,-999,7.26,30.38,0
1982,15-04-1982,30.09,9.8,19.94,30.71,17.9,39.13,21.23,-999,8.18,32.25,0.01
1982,16-04-1982,31.6,6.7,19.15,31.69,15.47,39.65,24.18,-999,6.65,23,0.28
1982,17-04-1982,28.22,12.31,20.26,29.86,13.22,35.69,22.47,-999,9.64,39.75,2.45
1982,18-04-1982,27.79,15.6,21.69,29.59,14.7,35.82,21.12,-999,11.96,52.62,2.29
1982,19-04-1982,26.23,17.38,21.8,27.55,10.43,32.01,21.58,-999,13.37,60.94,6.12
1982,20-04-1982,27.84,14.84,21.34,29.54,13.91,34.88,20.98,-999,11.47,50.31,1.4
1982,21-04-1982,29.11,12.85,20.98,30.29,15.77,36.74,20.97,-999,10.07,41.81,1.93
1982,22-04-1982,29.26,10.84,20.05,30.84,15.5,37.56,22.06,-999,8.73,35.38,0.02
1982,23-04-1982,29.5,9.04,19.26,30.53,16,37.51,21.51,-999,7.75,31.06,0
1982,24-04-1982,30.24,7.1,18.67,31.58,17.2,39.23,22.03,-999,6.84,26.88,0
1982,25-04-1982,30.45,6.05,18.26,31.84,17.48,39.19,21.73,-999,6.35,23.5,0
1982,26-04-1982,31.21,7.14,19.18,32.79,14.82,38.66,23.85,-999,6.77,23.94,0
1982,27-04-1982,30.53,8.37,19.44,33,16.27,38.44,22.17,-999,7.39,27.12,0.57
1982,28-04-1982,31.4,10.62,21.01,33.42,14.04,38.61,24.57,-999,8.54,29.62,0.06
1982,29-04-1982,31.84,9.59,20.72,34.07,13.08,38.93,25.85,-999,8.06,27.25,0.87
1982,30-04-1982,31.19,9.28,20.24,33.01,17.21,39.69,22.48,-999,7.81,28.56,0
1982,01-05-1982,32.02,10.11,21.07,34.4,16.28,40.37,24.08,-999,8.3,28.38,0.44
1982,02-05-1982,29.98,13.65,21.81,30.96,15.87,38.21,22.35,-999,10.68,41.69,13.9
1982,03-05-1982,30.51,13.29,21.9,31.17,14.44,38.37,23.93,-999,10.31,38.31,2.25
1982,04-05-1982,30.12,10.06,20.08,31.08,16.22,38.76,22.53,-999,8.3,32.25,0
1982,05-05-1982,29.89,6.32,18.1,30.76,17.52,39.05,21.54,-999,6.41,24.62,0.01
1982,06-05-1982,31.44,5.89,18.66,32.76,19.41,40.4,20.99,-999,6.29,22.38,0
1982,07-05-1982,32.88,9.42,21.15,34.21,15.33,39.83,24.51,-999,7.93,25.38,0
1982,08-05-1982,32.69,10.04,21.37,34.46,14.34,39.97,25.63,-999,8.3,26.62,0.08
1982,09-05-1982,32.21,12.67,22.44,33.38,12.16,37.55,25.4,-999,9.77,31.56,0.13
1982,10-05-1982,33.15,11.35,22.26,34.83,14.38,40.2,25.82,-999,8.97,27.88,0.37
1982,11-05-1982,31.94,12.6,22.27,33.48,13.59,38.38,24.78,-999,9.77,32,0.12
1982,12-05-1982,30.55,14.88,22.72,32.4,10.04,37.19,27.15,-999,11.35,39.44,0.47
1982,13-05-1982,29.15,18.35,23.75,30.94,10.4,34.75,24.35,-999,14.1,53.62,1.42
1982,14-05-1982,30.01,18.35,24.19,31.67,10.88,35.52,24.65,-999,14.16,51.69,1.62
1982,15-05-1982,27.92,19.69,23.8,28.89,8.73,32.94,24.21,-999,15.44,63.12,17.17
1982,16-05-1982,26.62,19.8,23.21,27.23,7.84,31.06,23.22,-999,15.44,67.69,13.23
1982,17-05-1982,27.62,10.43,19.02,28.19,13.1,34.93,21.83,-999,8.79,39.88,0
1982,18-05-1982,28.35,7.73,18.05,29.01,16.33,37.05,20.73,-999,7.08,30.94,0
1982,19-05-1982,30.13,10.69,20.41,31.19,16.48,38.35,21.87,-999,8.67,33.06,0
1982,20-05-1982,31.02,13.87,22.45,32.51,14.01,37.75,23.73,-999,10.74,38.56,0.01
1982,21-05-1982,31.17,15.38,23.27,32.18,11.46,36.47,25.01,-999,11.78,41,1.22
1982,22-05-1982,31.32,15.51,23.42,32.08,10.7,36.91,26.22,-999,11.9,40.38,1.47
1982,23-05-1982,29.98,14.55,22.26,31.14,13.09,36.63,23.55,-999,11.23,42.31,4.94
1982,24-05-1982,29.47,16.43,22.94,30.65,14.73,36.68,21.95,-999,12.63,49.56,1.76
1982,25-05-1982,31.02,15.86,23.44,32.41,12.28,37.46,25.17,-999,12.15,42.88,0.16
1982,26-05-1982,31.44,16.45,23.94,33,12.27,38.09,25.82,-999,12.57,42.69,0
1982,27-05-1982,32.4,13.15,22.78,34.16,15.15,40.48,25.34,-999,10.44,35.56,0
1982,28-05-1982,33.3,11.91,22.61,33.92,13.27,40.55,27.29,-999,9.52,28.81,0
1982,29-05-1982,33.56,13.34,23.45,35.08,14.12,40.47,26.35,-999,10.44,32.62,0
1982,30-05-1982,33.14,12.74,22.94,34.9,15.84,41.28,25.44,-999,10.13,32.38,0.02
1982,31-05-1982,33.89,8.52,21.2,35.19,16.04,42.1,26.07,-999,7.57,23.12,0
1982,01-06-1982,33.63,11.22,22.42,35.38,16.03,41.15,25.13,-999,9.03,27.44,0
1982,02-06-1982,33.73,10.94,22.33,34.83,11.33,40.07,28.74,-999,8.91,27.06,0.84
1982,03-06-1982,32.51,14.92,23.72,34.69,15.29,40.35,25.06,-999,11.84,40.62,0.03
1982,04-06-1982,29.03,19.55,24.29,30.85,9.67,35.21,25.55,-999,15.5,58.69,1.92
1982,05-06-1982,29.32,19.44,24.38,30.35,10.72,35.8,25.07,-999,15.56,60.31,3.75
1982,06-06-1982,29.55,21.23,25.38,31.15,11.27,35.58,24.3,-999,17.03,64.06,4.15
1982,07-06-1982,29.69,21.44,25.57,31.83,11.33,35.55,24.22,-999,17.27,63.62,2.14
1982,08-06-1982,27.74,20.87,24.3,28.54,6.77,31.48,24.71,-999,16.66,67.56,1.91
1982,09-06-1982,32.14,18.73,25.44,34.05,15.7,39.56,23.87,-999,14.71,50.12,0.25
1982,10-06-1982,32.93,18.08,25.5,34.44,13.45,39.68,26.23,-999,14.22,45.12,0.03
1982,11-06-1982,33.7,16.82,25.26,35.42,14.16,40.91,26.75,-999,13.18,40.88,0
1982,12-06-1982,33.19,17.22,25.2,35.69,13.65,40.14,26.49,-999,13.37,41.69,2.07
1982,13-06-1982,30.7,21.54,26.12,31.4,8.2,35.08,26.88,-999,17.52,59.75,52.25
1982,14-06-1982,28.77,22.63,25.7,29.5,8.59,33.27,24.68,-999,18.55,71.25,22.68
1982,15-06-1982,27.44,22.57,25.01,28.12,6.92,30.87,23.94,-999,18.49,76,6.99
1982,16-06-1982,28.58,21.78,25.18,29.33,10.83,34.33,23.5,-999,17.7,69.56,1.79
1982,17-06-1982,30.04,20.05,25.05,30.79,12.02,36.52,24.51,-999,16.05,59.94,1.38
